datetime,time,open,high,low,close,tick_volume,spread,real_volume
2006-07-04 12:15:00,1152015300,2.23,2.23,2.23,2.23,1,0,200
2006-07-12 15:30:00,1152718200,2.24,2.24,2.24,2.24,1,0,2700
2006-07-25 12:30:00,1153830600,2.23,2.23,2.23,2.23,1,0,400
2006-08-17 11:45:00,1155815100,2.15,2.15,2.15,2.15,1,0,200
2006-08-31 12:30:00,1157027400,2.15,2.15,2.15,2.15,1,0,400
2006-09-04 16:00:00,1157385600,2.15,2.15,2.15,2.15,2,0,5100
2006-09-06 13:00:00,1157547600,2.15,2.15,2.15,2.15,1,0,200
2006-09-11 16:30:00,1157992200,2.23,2.23,2.23,2.23,1,0,600
2006-09-14 11:30:00,1158233400,2.23,2.23,2.23,2.23,1,0,100
2006-09-22 12:30:00,1158928200,2.15,2.15,2.15,2.15,1,0,400
2006-09-25 12:00:00,1159185600,2.15,2.15,2.15,2.15,1,0,700
2006-09-27 12:45:00,1159361100,2.11,2.11,2.11,2.11,1,0,2100
2006-10-03 12:30:00,1159878600,2.07,2.07,2.07,2.07,1,0,700
2006-10-05 12:15:00,1160050500,2.08,2.08,2.08,2.08,1,0,2700
2006-10-09 13:00:00,1160398800,2.07,2.07,2.07,2.07,1,0,100
2006-10-10 12:30:00,1160483400,2.07,2.07,2.07,2.07,1,0,900
2006-10-18 10:45:00,1161168300,2.11,2.11,2.11,2.11,1,0,700
2006-10-25 12:30:00,1161779400,2.09,2.09,2.09,2.09,1,0,100
2006-11-13 15:00:00,1163430000,1.99,1.99,1.99,1.99,1,0,1500
2006-11-16 12:30:00,1163680200,1.99,1.99,1.99,1.99,1,0,200
2006-11-21 12:30:00,1164112200,1.99,1.99,1.99,1.99,1,0,400
2006-11-27 12:30:00,1164630600,1.99,1.99,1.99,1.99,1,0,100
2006-11-30 13:45:00,1164894300,2.09,2.09,2.09,2.09,1,0,100
2006-12-04 12:15:00,1165234500,2.07,2.07,2.07,2.07,1,0,300
2006-12-11 13:45:00,1165844700,2.0,2.0,2.0,2.0,3,0,3600
2006-12-20 13:00:00,1166619600,1.94,1.94,1.94,1.94,1,0,100
