datetime,time,open,high,low,close,tick_volume,spread,real_volume
2006-04-28,1146182400,4.84,4.84,4.84,4.84,1,0,22
2006-05-04,1146700800,4.84,4.84,4.84,4.84,1,0,15
2006-05-08,1147046400,4.84,4.84,4.84,4.84,3,0,20
2006-05-16,1147737600,4.84,4.84,4.84,4.84,1,0,22
2006-05-23,1148342400,4.79,4.79,4.79,4.79,1,0,2
2006-05-29,1148860800,3.9699999999999998,3.9699999999999998,3.9699999999999998,3.9699999999999998,5,0,18
2006-06-26,1151280000,2.91,3.88,2.91,3.88,6,0,53
2006-06-28,1151452800,9.67,9.67,9.67,9.67,1,0,33
2006-07-06,1152144000,4.64,4.64,4.64,4.64,1,0,30
2006-07-24,1153699200,3.0,4.16,3.0,4.16,3,0,26
2006-08-03,1154563200,4.25,4.25,4.25,4.25,1,0,2
2006-08-14,1155513600,3.88,3.88,3.88,3.88,1,0,11
2006-08-24,1156377600,3.89,3.89,3.89,3.89,1,0,4
2006-09-01,1157068800,4.34,4.34,4.34,4.34,1,0,9
2006-09-05,1157414400,6.5600000000000005,6.5600000000000005,6.5600000000000005,6.5600000000000005,2,0,69
2006-09-25,1159142400,6.5600000000000005,6.5600000000000005,6.5600000000000005,6.5600000000000005,2,0,90
2006-10-04,1159920000,4.84,4.84,4.84,4.84,2,0,11
2006-10-06,1160092800,4.84,4.84,4.06,4.06,2,0,89
2006-10-18,1161129600,4.84,4.84,4.84,4.84,1,0,2
2006-10-24,1161648000,4.39,4.39,4.39,4.39,1,0,1
2006-10-25,1161734400,4.39,4.39,4.39,4.39,1,0,2
2006-10-27,1161907200,2.98,2.99,2.98,2.99,3,0,7
2006-11-07,1162857600,4.84,4.84,4.84,4.84,2,0,43
2006-11-16,1163635200,4.16,4.16,4.16,4.16,1,0,3
2006-11-22,1164153600,4.3,4.3,4.3,4.3,1,0,3
2006-11-24,1164326400,4.3,4.3,4.3,4.3,2,0,16
2006-11-27,1164585600,4.9,4.9,4.9,4.9,1,0,4
2006-11-29,1164758400,4.85,4.85,4.85,4.85,2,0,8
2006-12-08,1165536000,5.0,5.0,5.0,5.0,1,0,22
2006-12-15,1166140800,4.99,4.99,4.99,4.99,1,0,2
2006-12-18,1166400000,5.46,5.46,5.46,5.46,2,0,4
2006-12-21,1166659200,5.46,5.46,4.99,5.39,5,0,68
2007-01-15,1168819200,6.13,6.13,6.13,6.13,3,0,39
2007-01-16,1168905600,4.9399999999999995,4.9399999999999995,4.9399999999999995,4.9399999999999995,1,0,20
2007-01-23,1169510400,5.55,5.55,5.55,5.55,1,0,2
2007-01-26,1169769600,5.92,5.92,5.92,5.92,2,0,36
2007-01-29,1170028800,6.82,6.82,6.82,6.82,1,0,48
2007-01-31,1170201600,6.92,6.92,6.92,6.92,1,0,89
2007-02-01,1170288000,7.42,7.9,7.42,7.9,2,0,31
2007-02-06,1170720000,6.53,6.53,6.53,6.53,1,0,10
2007-02-12,1171238400,6.83,6.83,6.83,6.83,2,0,22
2007-02-16,1171584000,7.16,7.16,7.16,7.16,1,0,32
2007-02-22,1172102400,8.3,8.3,8.3,8.3,1,0,45
2007-02-27,1172534400,8.0,8.0,8.0,8.0,1,0,20
2007-03-07,1173225600,7.58,7.58,7.58,7.58,1,0,2
2007-03-08,1173312000,7.59,7.9,7.59,7.9,2,0,91
2007-03-12,1173657600,8.3,8.3,8.3,8.3,1,0,2
2007-03-16,1174003200,8.89,8.89,8.89,8.89,1,0,38
2007-03-20,1174348800,8.89,8.89,8.89,8.89,1,0,54
2007-03-22,1174521600,8.89,8.89,8.89,8.89,1,0,2
2007-03-23,1174608000,7.9,7.9,7.9,7.9,1,0,2
2007-03-26,1174867200,8.89,8.89,8.89,8.89,1,0,3
2007-03-30,1175212800,7.9,7.9,7.9,7.9,2,0,25
2007-04-17,1176768000,8.47,8.47,8.47,8.47,1,0,2
2007-05-02,1178064000,8.42,8.42,8.42,8.42,1,0,58
2007-05-04,1178236800,8.3,8.3,8.3,8.3,1,0,8
2007-05-09,1178668800,6.92,6.92,6.92,6.92,2,0,11
2007-05-18,1179446400,6.92,6.92,6.92,6.92,1,0,2
2007-05-22,1179792000,8.42,8.42,8.42,8.42,1,0,25
2007-05-30,1180483200,8.47,8.47,8.47,8.47,1,0,45
2007-06-01,1180656000,7.45,7.45,7.45,7.45,1,0,2
2007-06-06,1181088000,8.47,8.47,8.47,8.47,1,0,3
2007-06-13,1181692800,7.97,7.97,7.97,7.97,1,0,2
2007-06-14,1181779200,8.7,8.7,8.7,8.7,1,0,17
2007-06-15,1181865600,8.06,8.06,8.06,8.06,1,0,2
2007-06-22,1182470400,8.94,8.94,8.94,8.94,1,0,7
2007-06-26,1182816000,8.94,8.94,8.94,8.94,1,0,20
2007-07-10,1184025600,8.75,8.75,7.75,7.75,2,0,82
2007-07-12,1184198400,8.55,8.55,8.55,8.55,1,0,5
2007-07-13,1184284800,7.95,7.95,7.95,7.95,1,0,28
2007-08-03,1186099200,6.9,6.9,6.9,6.9,1,0,2
2007-08-07,1186444800,7.6,7.6,7.6,7.6,2,0,19
2007-08-09,1186617600,7.3,7.3,7.3,7.3,1,0,10
2007-08-14,1187049600,7.4,7.4,7.4,7.4,1,0,16
2007-08-16,1187222400,7.0,7.0,7.0,7.0,1,0,45
2007-09-21,1190332800,7.4,7.4,7.4,7.4,1,0,11
2007-10-02,1191283200,7.0,7.0,7.0,7.0,1,0,7
2007-10-09,1191888000,8.51,8.51,8.51,8.51,1,0,2
2007-10-10,1191974400,8.52,8.52,8.52,8.52,1,0,22
2007-10-30,1193702400,9.3,9.3,9.3,9.3,1,0,15
2007-11-06,1194307200,9.0,9.0,9.0,9.0,1,0,22
2007-11-23,1195776000,7.21,7.21,7.21,7.21,1,0,9
2007-11-27,1196121600,9.0,9.0,9.0,9.0,1,0,25
2007-12-05,1196812800,9.2,9.2,9.2,9.2,1,0,22
2007-12-06,1196899200,9.2,9.2,9.2,9.2,1,0,14
2007-12-10,1197244800,9.0,9.0,9.0,9.0,1,0,2
2007-12-11,1197331200,9.0,9.0,9.0,9.0,3,0,8
2007-12-12,1197417600,9.0,9.0,9.0,9.0,2,0,3
2007-12-17,1197849600,9.45,9.45,9.45,9.45,1,0,48
2007-12-18,1197936000,7.6,8.01,7.6,8.01,4,0,64
2007-12-20,1198108800,8.24,8.24,8.24,8.24,1,0,10
